trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
0	0.005485541187226772	instruction	0		30	0.9544469160027802	0.5076386253349483
0	0.5131241665221751	instruction	1		1144	1.4620855413377285	19.060056833550334
0	19.56645254138857	response	1	space		20.515413916204125	
0	19.57318100007251	instruction	0		31	20.522142374888062	0.5233524995855987
0	20.096533499658108	instruction	1		503	21.04549487447366	8.376373166684061
0	28.466504625044763	response	1	space		29.415465999860317	
0	28.47290666634217	instruction	0		31	29.421868041157722	0.5231404583901167
0	28.996047124732286	instruction	1		245	29.94500849954784	4.08260350022465
0	33.06600245833397	response	1	space		34.01496383314952	
